loop_cnt,region,inherit,reward,outcome,h,g,f
97269,3,5,0.1,2,14,48,62
97271,2,1,0.1,2,8,54,62
97273,0,0,0.1,2,3,59,62
97276,3,7,0.1,2,14,48,62
97278,2,1,0.1,2,8,54,62
97280,0,2,0.1,2,3,59,62
97284,3,3,0.1,2,12,50,62
97285,2,3,0.1,2,8,54,62
97286,0,1,0.1,2,3,59,62
97288,3,4,0.1,2,12,50,62
97290,2,3,0.1,2,8,54,62
97292,0,2,0.1,2,3,59,62
97296,3,6,0.1,2,12,50,62
97297,2,1,0.1,2,8,54,62
97298,3,4,0.1,2,14,47,61
97303,0,1,0.1,2,7,55,62
97304,1,7,0,0,28,33,61
97307,2,3,0.1,2,8,54,62
97308,3,6,0.1,2,14,48,62
97309,0,1,0.1,2,4,58,62
97311,3,3,0.1,2,14,48,62
97312,2,1,0.1,2,8,54,62
97314,0,1,0.1,2,3,59,62
97317,3,5,0.1,2,13,48,61
97318,2,1,0.1,2,8,54,62
97319,0,1,0.1,2,3,59,62
97320,3,5,0.1,2,13,48,61
97324,2,2,0.1,2,8,54,62
97327,0,1,0,0,3,59,62
97328,3,4,0.1,2,13,49,62
97329,2,2,0.1,2,8,54,62
97330,3,5,0.1,2,12,49,61
97331,2,1,0.1,2,8,54,62
97332,3,6,0.1,2,14,48,62
97333,2,2,0,0,8,54,62
97334,3,2,0.1,2,13,49,62
97335,3,1,0.1,2,12,50,62
97338,3,4,0.1,2,13,49,62
97339,3,4,0.1,2,13,49,62
97340,3,5,0.1,2,14,48,62
97342,3,4,0.1,2,13,49,62
97346,0,1,0.1,2,3,59,62
97349,3,4,0.1,2,12,50,62
97351,0,4,0.1,2,3,59,62
97352,3,5,0.1,2,13,49,62
97354,0,1,0.1,2,3,59,62
97357,3,3,0.1,2,13,49,62
97358,0,0,0.1,2,3,59,62
97359,1,4,0.1,2,25,37,62
97361,3,5,0.1,2,13,49,62
97362,2,4,0.1,2,8,54,62
97363,0,3,0.1,2,3,59,62
97364,1,4,0.1,2,23,39,62
97368,3,2,0.1,2,12,49,61
97369,2,2,0.1,2,8,54,62
97371,1,4,0.1,2,23,39,62
97373,0,3,0.1,2,3,59,62
97374,3,6,0.1,2,12,50,62
97376,2,1,0.1,2,8,54,62
97379,1,4,0.1,2,23,39,62
97380,0,0,0.1,2,3,59,62
97381,3,4,0.1,2,14,47,61
97382,1,4,0.1,2,23,39,62
97383,2,3,0.1,2,8,54,62
97386,0,1,0.1,2,4,58,62
97388,3,4,0.1,2,13,49,62
97390,1,6,0.1,2,24,38,62
97391,2,2,0.1,2,8,54,62
97397,0,0,0,0,3,59,62
97399,3,5,0.1,2,13,49,62
97400,1,5,0.1,2,24,38,62
97401,2,1,0.1,2,8,54,62
97403,1,4,0.1,2,23,39,62
97405,3,4,0.1,2,13,48,61
97407,2,2,0.1,2,8,54,62
97410,1,4,0.1,2,23,39,62
97411,3,4,0.1,2,12,50,62
97412,1,3,0,0,28,34,62
97414,2,2,0.1,2,8,54,62
97415,3,4,0.1,2,13,49,62
97422,2,1,0.1,2,8,54,62
97423,3,6,0.1,2,13,49,62
97425,3,6,0.1,2,14,48,62
97427,2,2,0.1,2,8,54,62
97430,3,5,0.1,2,12,50,62
97433,2,2,0.1,2,8,54,62
97434,3,6,0.1,2,14,48,62
97435,2,2,0.1,2,8,54,62
97437,3,5,0.1,2,13,49,62
97439,2,2,0.1,2,8,54,62
97442,0,0,0.1,2,4,58,62
97444,3,3,0.1,2,12,50,62
97445,2,2,0.1,2,8,54,62
97447,0,1,0,0,3,59,62
97448,3,5,0.1,2,13,49,62
97449,2,1,0.1,2,8,54,62
97451,3,4,0.1,2,12,50,62
97455,2,2,0.1,2,8,54,62
97457,3,6,0.1,2,13,48,61
97458,2,2,0.1,2,8,54,62
97461,3,3,0.1,2,13,49,62
97462,2,2,0.1,2,8,54,62
97463,3,5,0.1,2,14,48,62
97465,3,1,0.1,2,12,50,62
97468,2,3,0.1,2,8,54,62
97469,3,6,0.1,2,13,49,62
97471,2,1,0.1,2,8,54,62
97472,3,4,0.1,2,13,48,61
97473,2,2,0.1,2,8,54,62
97476,3,4,0.1,2,13,49,62
97480,2,2,0.1,2,8,54,62
97482,0,1,0.1,2,3,59,62
97483,1,6,0.1,2,28,34,62
97485,3,6,0.1,2,14,48,62
97486,2,1,0.1,2,8,54,62
97487,0,3,0.1,2,3,59,62
97488,1,5,0.1,2,28,34,62
97489,3,6,0.1,2,14,48,62
97491,2,1,0.1,2,8,54,62
97492,1,4,0.1,2,23,39,62
97493,0,1,0.1,2,3,59,62
97495,3,4,0.1,2,13,49,62
97496,1,4,0.1,2,23,39,62
97500,2,3,0.1,2,8,54,62
97501,0,0,0.1,2,4,58,62
97502,3,4,0.1,2,12,50,62
97503,1,3,0.1,2,23,39,62
97504,2,1,0.1,2,8,54,62
97505,0,1,0.1,2,3,59,62
97506,3,3,0.1,2,13,49,62
97508,1,3,0.1,2,28,34,62
97510,2,1,0.1,2,8,54,62
97511,0,0,0.1,2,3,59,62
97515,3,5,0.1,2,13,49,62
97516,1,3,0.1,2,25,37,62
97517,3,7,0.1,2,14,48,62
97518,0,0,0.1,2,3,59,62
97519,2,2,0,0,8,54,62
97522,1,4,0.1,2,28,34,62
97523,1,5,0.1,2,23,39,62
97524,3,4,0.1,2,13,49,62
97525,0,3,0.1,2,3,59,62
97526,1,3,0.1,2,25,37,62
97527,3,6,0.1,2,14,48,62
97529,0,1,0.1,2,4,58,62
97530,1,4,0.1,2,23,39,62
97532,3,6,0.1,2,14,48,62
97533,0,1,0.1,2,4,58,62
97535,1,4,0.1,2,23,39,62
97536,3,4,0.1,2,13,49,62
97537,0,1,0.1,2,3,59,62
97539,1,4,0,0,28,34,62
97541,3,3,0.1,2,13,49,62
97542,0,1,0.1,2,3,59,62
97543,3,4,0.1,2,13,49,62
97544,0,0,0.1,2,4,58,62
97545,3,4,0.1,2,13,49,62
97548,0,0,0.1,2,4,58,62
97549,3,4,0.1,2,13,49,62
97550,0,1,0.1,2,3,59,62
97551,3,3,0.1,2,13,49,62
97552,2,1,0.05,1,8,54,62
97555,0,1,0.1,2,3,59,62
97556,3,5,0.1,2,14,48,62
97557,0,0,0.1,2,4,58,62
97558,3,6,0.1,2,13,48,61
97562,0,1,0.1,2,3,59,62
97563,3,4,0.1,2,12,50,62
97566,3,2,0.1,2,12,50,62
97568,0,0,0,0,3,59,62
97569,3,5,0.1,2,13,49,62
97571,2,3,0.1,2,8,54,62
97572,3,4,0.1,2,14,48,62
97573,2,1,0.1,2,8,54,62
97574,3,4,0.1,2,14,48,62
97576,3,5,0.1,2,12,50,62
97577,2,1,0.1,2,8,54,62
97578,3,3,0.1,2,13,49,62
97579,2,2,0.1,2,8,54,62
97580,3,2,0.1,2,13,49,62
97583,2,1,0.1,2,8,54,62
97584,3,5,0.1,2,14,48,62
97587,2,2,0.1,2,8,54,62
97591,1,5,0.1,2,23,39,62
97592,3,5,0.1,2,13,49,62
97597,2,2,0.1,2,10,52,62
97600,1,4,0.1,2,24,38,62
97602,0,1,0.1,2,3,59,62
97603,3,6,0.1,2,13,49,62
97604,1,3,0.1,2,28,34,62
97605,2,3,0.1,2,8,54,62
97606,0,0,0.1,2,3,59,62
97609,3,6,0.1,2,14,48,62
97612,1,3,0.1,2,23,39,62
97613,2,1,0.1,2,8,54,62
97614,0,1,0.1,2,3,59,62
97616,3,4,0.1,2,13,49,62
97617,1,4,0.1,2,23,39,62
97618,2,1,0.1,2,8,54,62
97620,3,5,0.1,2,13,49,62
97622,0,1,0.1,2,3,59,62
97626,1,4,0.1,2,26,36,62
97627,2,2,0.1,2,8,54,62
97629,3,4,0.1,2,13,49,62
97630,1,5,0.1,2,23,39,62
97632,0,0,0.1,2,4,58,62
97634,1,2,0.1,2,28,34,62
97638,3,1,0.1,2,12,50,62
97640,2,2,0.1,2,8,54,62
97642,0,3,0.1,2,3,59,62
97645,1,5,0,0,28,32,60
97647,3,3,0.1,2,13,49,62
97649,2,1,0.1,2,8,54,62
97650,0,2,0.1,2,3,59,62
97651,3,4,0.1,2,13,49,62
97652,2,2,0.1,2,8,54,62
97655,0,2,0.1,2,3,59,62
97656,3,5,0.1,2,12,49,61
97658,2,2,0.1,2,9,53,62
97661,0,1,0,0,3,59,62
97662,3,6,0.1,2,14,48,62
97663,2,2,0,0,8,54,62
97664,3,4,0.1,2,13,49,62
97665,3,2,0.1,2,12,50,62
97669,3,6,0.1,2,13,48,61
97670,3,5,0.1,2,14,48,62
97671,3,4,0.1,2,12,50,62
97673,3,2,0.1,2,13,49,62
97674,3,6,0.1,2,14,48,62
97675,3,5,0.1,2,13,49,62
97677,0,2,0.1,2,3,59,62
97678,3,2,0.1,2,12,50,62
97680,0,1,0.1,2,3,59,62
97682,3,3,0.1,2,12,50,62
97683,2,3,0.1,2,8,54,62
97684,0,0,0.1,2,3,59,62
97685,3,3,0.1,2,13,49,62
97686,2,1,0.1,2,8,54,62
97688,0,1,0.1,2,3,59,62
97689,3,3,0.1,2,12,50,62
97690,2,2,0.1,2,8,54,62
97691,0,2,0.1,2,3,59,62
97694,3,7,0.1,2,12,50,62
97695,1,2,0.1,2,28,34,62
97696,2,2,0.1,2,8,54,62
97699,0,2,0.1,2,3,59,62
97700,1,4,0.1,2,26,36,62
97702,3,1,0.1,2,12,50,62
97703,2,1,0.1,2,8,54,62
97705,1,4,0.1,2,24,38,62
97707,0,0,0.1,2,4,58,62
97708,3,5,0.1,2,14,48,62
97710,2,1,0.1,2,8,54,62
97712,1,6,0.1,2,23,39,62
97714,0,0,0.1,2,4,58,62
97715,3,2,0.1,2,12,50,62
97716,1,4,0,0,28,34,62
97718,2,2,0.1,2,8,54,62
97720,0,3,0.1,2,3,59,62
97723,3,5,0.1,2,13,49,62
97726,2,2,0.1,2,8,54,62
97727,3,4,0.1,2,13,47,60
97732,0,2,0.1,2,3,59,62
97733,2,3,0.1,2,8,54,62
97734,3,4,0.1,2,13,49,62
97735,0,1,0.1,2,3,59,62
97736,2,1,0.1,2,8,54,62
97737,3,6,0.1,2,14,48,62
97738,0,0,0.1,2,4,58,62
97739,3,2,0.1,2,13,49,62
97741,2,3,0.1,2,8,54,62
97742,0,3,0.1,2,3,59,62
97744,3,3,0.1,2,13,49,62
97745,2,1,0.1,2,8,54,62
97746,0,2,0.1,2,3,59,62
97747,3,5,0.1,2,13,48,61
97748,2,1,0.1,2,8,54,62
97749,0,3,0.1,2,3,59,62
97751,3,4,0.1,2,13,49,62
97753,2,2,0.1,2,8,54,62
97754,0,1,0.1,2,3,59,62
97755,3,5,0.1,2,13,49,62
97757,2,1,0.1,2,8,54,62
97760,0,3,0.1,2,10,52,62
97761,3,5,0.1,2,14,48,62
97763,2,1,0.1,2,8,54,62
97764,0,1,0.1,2,3,59,62
97765,3,4,0.1,2,12,49,61
97767,2,4,0.1,2,8,54,62
97769,0,1,0,0,3,59,62
97770,3,2,0.1,2,12,50,62
97772,2,1,0.1,2,8,54,62
97773,3,2,0.1,2,12,50,62
97774,2,2,0.1,2,8,54,62
97776,3,5,0.1,2,14,47,61
97778,3,5,0.1,2,12,50,62
97779,2,1,0.05,1,8,54,62
97782,3,6,0.1,2,13,49,62
97783,1,3,0.1,2,23,39,62
97784,3,3,0.1,2,13,49,62
97786,1,5,0.1,2,23,39,62
97788,3,3,0.1,2,12,50,62
97790,1,4,0.1,2,25,37,62
97792,3,4,0.1,2,12,50,62
97793,1,6,0.1,2,23,39,62
97794,3,6,0.1,2,14,48,62
97795,1,4,0.1,2,23,39,62
97797,2,2,0.1,2,9,53,62
97801,0,0,0.1,2,5,57,62
97802,3,2,0.1,2,13,49,62
97805,1,2,0.1,2,28,34,62
97807,2,2,0.1,2,8,54,62
97809,0,0,0.1,2,3,59,62
97810,3,5,0.1,2,13,49,62
97816,1,4,0.1,2,23,39,62
97818,2,1,0.1,2,8,54,62
97819,0,0,0.1,2,4,58,62
97823,1,4,0.1,2,28,34,62
97824,3,4,0.1,2,13,49,62
97825,2,2,0.1,2,8,54,62
97826,1,4,0.1,2,27,35,62
97829,0,0,0.1,2,4,58,62
97831,3,5,0.1,2,14,48,62
97833,1,6,0.1,2,23,39,62
97834,2,3,0.1,2,8,54,62
97836,0,2,0.1,2,3,59,62
97840,3,2,0.1,2,13,49,62
97842,1,4,0.1,2,23,39,62
97844,2,1,0.1,2,8,54,62
97846,3,5,0.1,2,12,50,62
97848,0,0,0.1,2,4,58,62
97849,1,4,0.1,2,28,34,62
97850,3,5,0.1,2,14,48,62
97852,2,2,0,0,8,54,62
97853,0,1,0,0,3,59,62
97856,1,3,0.1,2,28,34,62
97858,3,5,0.1,2,12,50,62
97859,1,3,0.1,2,25,37,62
97860,3,7,0.1,2,14,48,62
97861,1,0,0,0,28,34,62
97863,3,5,0.1,2,12,50,62
97864,3,6,0.1,2,13,49,62
97865,3,3,0.1,2,13,49,62
97866,3,4,0.1,2,13,49,62
97869,3,4,0.1,2,12,50,62
97871,3,3,0.1,2,13,49,62
97873,0,1,0.1,2,3,59,62
97874,3,6,0.1,2,14,48,62
97876,2,1,0.1,2,8,54,62
97878,3,2,0.1,2,12,50,62
97879,0,0,0,0,3,59,62
97881,2,1,0.1,2,8,54,62
97884,3,5,0.1,2,14,48,62
97886,2,1,0.1,2,8,54,62
97887,3,5,0.1,2,13,49,62
97888,2,1,0.1,2,8,54,62
97892,3,4,0.1,2,13,49,62
97894,3,6,0.1,2,14,48,62
97895,2,2,0.1,2,8,54,62
97896,3,2,0.1,2,12,50,62
97899,2,2,0.1,2,8,54,62
97900,3,5,0.1,2,13,48,61
97904,2,1,0.1,2,8,54,62
97905,3,4,0.1,2,15,47,62
97912,2,1,0.1,2,8,54,62
97913,3,3,0.1,2,13,49,62
97915,1,5,0.1,2,24,38,62
97918,2,1,0.1,2,8,54,62
97919,0,1,0.1,2,3,59,62
97921,3,5,0.1,2,12,50,62
97922,1,6,0,0,28,34,62
97925,2,2,0.05,1,8,54,62
97927,0,1,0,0,3,59,62
97929,3,3,0.1,2,12,50,62
97933,3,2,0.1,2,13,49,62
97934,3,6,0.1,2,13,48,61
97939,3,5,0.1,2,14,47,61
97940,3,6,0.1,2,13,49,62
97942,2,2,0.1,2,8,54,62
97944,3,5,0.1,2,13,49,62
97946,3,6,0.1,2,14,48,62
97947,2,2,0.1,2,8,54,62
97948,3,6,0.1,2,14,48,62
97951,2,2,0.1,2,9,53,62
97952,3,4,0.1,2,12,50,62
97955,2,2,0.1,2,8,54,62
97956,0,1,0,0,3,59,62
97957,3,5,0.1,2,13,49,62
97959,2,1,0.1,2,8,54,62
97965,3,2,0.1,2,12,50,62
97967,2,2,0.1,2,8,54,62
97968,3,3,0.1,2,12,50,62
97970,2,0,0.1,2,9,53,62
97973,3,5,0.1,2,14,48,62
97975,2,2,0.1,2,8,54,62
97976,3,3,0,0,12,49,61
97979,2,1,0.1,2,8,54,62
97981,2,1,0.1,2,8,54,62
97982,1,3,0.1,2,23,39,62
97985,2,1,0.1,2,8,54,62
97986,1,7,0.1,2,26,36,62
97990,2,3,0.1,2,8,54,62
97991,1,3,0.1,2,25,37,62
97992,0,1,0.1,2,3,59,62
97998,2,1,0.1,2,8,54,62
97999,1,4,0.1,2,23,39,62
98000,0,0,0.1,2,4,58,62
98003,1,4,0.1,2,23,39,62
98004,2,1,0.05,1,8,54,62
98006,0,0,0.1,2,5,57,62
98009,1,3,0.1,2,20,42,62
98010,3,6,0.1,2,13,49,62
98011,0,1,0.1,2,3,59,62
98012,1,4,0.1,2,28,34,62
98016,3,4,0.1,2,12,50,62
98017,1,4,0,0,28,34,62
98018,0,1,0,0,3,59,62
98020,3,4,0.1,2,13,49,62
98022,3,6,0.1,2,14,48,62
98023,3,4,0.1,2,13,49,62
98024,2,2,0.1,2,8,54,62
98028,3,4,0.1,2,13,49,62
98029,2,4,0.1,2,8,54,62
98030,3,5,0.1,2,14,47,61
98031,2,1,0.1,2,8,54,62
98033,3,4,0.1,2,14,47,61
98035,2,1,0.1,2,8,54,62
98036,3,5,0.1,2,13,48,61
98039,2,2,0.1,2,8,54,62
98040,3,4,0.1,2,13,49,62
98043,3,5,0.1,2,12,50,62
98046,2,1,0.05,1,8,54,62
98049,0,1,0,0,3,59,62
98050,3,4,0.1,2,12,50,62
98051,3,6,0,0,13,49,62
98053,2,2,0,0,8,54,62
98055,1,3,0.1,2,25,37,62
98056,1,4,0.1,2,23,39,62
98058,3,5,0.1,2,14,48,62
98059,0,0,0,0,3,59,62
98060,1,4,0,0,28,34,62
98061,3,3,0.1,2,13,49,62
98062,3,6,0.1,2,13,48,61
98063,3,3,0.1,2,13,49,62
98065,3,5,0.1,2,12,50,62
98066,3,5,0.1,2,12,50,62
98069,2,2,0.1,2,8,54,62
98071,3,7,0.1,2,14,48,62
98072,2,1,0.1,2,8,54,62
98073,3,7,0.1,2,14,48,62
98074,3,5,0.1,2,13,49,62
98075,2,3,0.1,2,8,54,62
98076,3,6,0.1,2,14,48,62
98077,2,4,0.1,2,8,54,62
98079,0,2,0.1,2,3,59,62
98080,3,5,0.1,2,13,49,62
98082,0,2,0.1,2,3,59,62
98083,2,3,0.1,2,8,54,62
98084,3,5,0.1,2,13,49,62
98086,0,1,0.1,2,3,59,62
98090,2,2,0.1,2,8,54,62
98091,3,6,0.1,2,12,50,62
98094,0,3,0.1,2,3,59,62
98096,2,3,0.1,2,8,54,62
98098,3,5,0.1,2,12,50,62
98099,0,0,0.1,2,3,59,62
98100,2,2,0,0,8,54,62
98101,3,4,0.1,2,13,47,60
98102,0,2,0.1,2,3,59,62
98103,3,6,0.1,2,13,49,62
98104,0,1,0.1,2,3,59,62
98108,3,6,0.1,2,13,49,62
98109,0,1,0.1,2,3,59,62
98112,3,4,0.1,2,13,49,62
98114,1,4,0.1,2,24,38,62
98115,0,0,0.1,2,4,58,62
98118,1,6,0.1,2,23,39,62
98120,3,4,0.1,2,13,49,62
98122,1,5,0.1,2,23,39,62
98123,0,1,0.1,2,4,58,62
98125,3,2,0.1,2,12,50,62
98127,1,7,0,0,28,33,61
98128,3,4,0.1,2,12,50,62
98131,0,2,0.1,2,3,59,62
98133,3,4,0.1,2,14,47,61
98136,0,2,0.1,2,3,59,62
98139,3,4,0.1,2,13,49,62
98142,0,1,0.1,2,5,57,62
98143,3,2,0.1,2,13,49,62
98144,2,1,0.1,2,8,54,62
98145,0,3,0.1,2,3,59,62
98146,3,3,0.1,2,12,49,61
98147,2,1,0.1,2,8,54,62
98148,0,1,0,0,3,59,62
98149,3,6,0.1,2,13,49,62
98150,2,2,0.1,2,8,54,62
98151,3,2,0.1,2,12,50,62
98154,2,1,0.1,2,8,54,62
98155,3,4,0.1,2,13,49,62
98156,2,2,0.1,2,8,54,62
98157,3,4,0.1,2,13,49,62
98159,2,1,0.1,2,9,53,62
98163,3,6,0.1,2,13,49,62
98164,2,1,0.1,2,8,54,62
98165,3,5,0.1,2,13,49,62
98167,2,2,0.1,2,8,54,62
98169,3,5,0.1,2,13,49,62
98170,3,3,0.1,2,12,50,62
98175,2,2,0.1,2,8,54,62
98177,3,3,0.1,2,12,50,62
98178,2,1,0,0,8,54,62
98179,0,1,0.1,2,3,59,62
98180,3,6,0.1,2,13,48,61
98182,0,1,0.1,2,3,59,62
98183,3,8,0.1,2,14,48,62
98184,0,3,0.1,2,3,59,62
98186,1,5,0.1,2,28,34,62
98187,3,6,0.1,2,14,48,62
98188,0,1,0.1,2,3,59,62
98189,1,2,0.1,2,19,43,62
98191,3,2,0.1,2,12,50,62
98192,0,1,0,0,3,59,62
98193,1,4,0.1,2,23,39,62
98195,3,6,0.1,2,13,49,62
98197,1,3,0.1,2,19,43,62
98198,3,3,0.1,2,12,50,62
98201,1,4,0,0,28,34,62
98204,3,6,0.1,2,13,49,62
98206,3,4,0.1,2,14,48,62
98207,3,4,0.1,2,13,49,62
98208,2,1,0.05,1,8,54,62
98209,3,3,0.1,2,13,49,62
98211,3,4,0.1,2,12,50,62
98212,3,4,0.1,2,12,50,62
98213,3,6,0.1,2,14,48,62
98214,0,3,0.1,2,3,59,62
98216,3,2,0.1,2,13,49,62
98217,0,2,0.1,2,3,59,62
98221,3,6,0.1,2,14,48,62
98222,2,1,0.1,2,8,54,62
98223,0,1,0.1,2,3,59,62
98225,3,7,0.1,2,14,48,62
98226,2,2,0.1,2,8,54,62
98227,0,1,0.1,2,3,59,62
98229,3,4,0.1,2,13,49,62
98230,2,3,0.1,2,8,54,62
98231,0,0,0.1,2,4,58,62
98232,3,2,0.1,2,13,49,62
98234,2,1,0.1,2,8,54,62
98235,0,1,0.1,2,3,59,62
98236,3,4,0.1,2,12,49,61
98237,2,1,0.1,2,8,54,62
98238,0,3,0.1,2,3,59,62
98239,3,7,0.1,2,13,49,62
98240,2,2,0.1,2,8,54,62
98241,3,7,0.1,2,13,49,62
98247,0,2,0.1,2,3,59,62
98251,2,3,0,0,8,54,62
98252,3,4,0.1,2,13,49,62
98253,0,2,0.1,2,3,59,62
98254,1,3,0.1,2,21,41,62
98257,3,5,0.1,2,13,49,62
98259,0,2,0.1,2,3,59,62
98260,1,5,0,0,28,34,62
98261,3,5,0.1,2,14,48,62
98262,0,1,0.1,2,3,59,62
98263,3,5,0.1,2,14,47,61
98264,0,0,0.1,2,5,57,62
98265,3,3,0.1,2,13,49,62
98268,0,0,0.1,2,3,59,62
98269,3,5,0.1,2,13,48,61
98271,0,1,0.1,2,3,59,62
98273,3,3,0.1,2,12,50,62
98275,0,1,0.1,2,3,59,62
98280,3,4,0.1,2,13,49,62
98281,0,1,0.1,2,3,59,62
98282,3,6,0.1,2,13,48,61
98283,0,2,0.1,2,3,59,62
98285,3,3,0.1,2,12,50,62
98287,2,1,0.05,1,8,54,62
98291,0,2,0.1,2,3,59,62
98292,3,4,0.1,2,13,49,62
98295,0,0,0.1,2,4,58,62
98296,3,4,0.1,2,13,49,62
98297,3,4,0.1,2,13,49,62
98298,0,1,0.1,2,3,59,62
98299,3,3,0.1,2,12,50,62
98303,0,0,0.1,2,4,58,62
98304,3,5,0.1,2,13,48,61
98305,0,0,0.1,2,4,58,62
98306,2,2,0.1,2,8,54,62
98307,3,6,0.1,2,12,50,62
98308,0,2,0,0,3,59,62
98309,2,3,0.1,2,8,54,62
98311,3,7,0.1,2,14,48,62
98312,2,2,0.1,2,8,54,62
98315,3,4,0.1,2,13,49,62
98318,3,3,0.1,2,13,49,62
98322,1,3,0.1,2,25,37,62
98327,2,1,0.1,2,8,54,62
98328,1,4,0.1,2,23,39,62
98329,3,6,0.1,2,13,49,62
98333,2,0,0.1,2,9,53,62
98336,1,7,0.1,2,28,34,62
98337,3,3,0.1,2,13,49,62
98339,2,1,0.1,2,8,54,62
98341,1,4,0.1,2,24,38,62
98342,3,5,0.1,2,13,49,62
98343,2,2,0.1,2,8,54,62
98344,1,3,0.1,2,25,37,62
98345,3,5,0.1,2,13,48,61
98346,2,2,0.1,2,8,54,62
98348,1,4,0.1,2,23,39,62
98350,3,2,0.1,2,13,49,62
98353,1,4,0.1,2,25,37,62
98354,2,2,0.1,2,8,54,62
98355,3,2,0.1,2,12,50,62
98359,0,0,0,0,3,59,62
98360,1,3,0.1,2,26,36,62
98362,2,1,0.1,2,8,54,62
98363,3,4,0.1,2,13,49,62
98366,1,5,0,0,28,34,62
98370,2,2,0.1,2,8,54,62
98371,3,6,0.1,2,14,48,62
98372,2,2,0.1,2,9,53,62
98373,3,3,0.1,2,14,47,61
98374,2,1,0.1,2,8,54,62
98376,3,5,0.1,2,13,48,61
98378,3,5,0.1,2,13,49,62
98379,2,1,0.1,2,8,54,62
98380,3,4,0.1,2,14,48,62
98389,2,1,0.1,2,8,54,62
98391,3,4,0.1,2,12,50,62
98392,2,2,0.1,2,8,54,62
98393,3,4,0.1,2,12,50,62
98397,2,1,0.1,2,8,54,62
98400,3,3,0.1,2,13,49,62
98402,0,1,0.1,2,3,59,62
98403,2,2,0.1,2,8,54,62
98405,3,7,0.1,2,14,48,62
98411,0,1,0,0,3,59,62
98416,2,1,0.1,2,8,54,62
98417,3,5,0.1,2,12,50,62
98418,2,2,0.1,2,8,54,62
98419,3,2,0.1,2,12,50,62
98420,2,1,0.1,2,8,54,62
98423,3,5,0.1,2,14,48,62
98424,3,6,0.1,2,14,48,62
98425,2,3,0.1,2,8,54,62
98427,3,6,0.1,2,14,48,62
98430,2,2,0.1,2,8,54,62
98431,3,4,0.1,2,12,50,62
98432,2,3,0.1,2,8,54,62
98435,3,4,0.1,2,12,50,62
98436,2,2,0.1,2,8,54,62
98437,1,4,0.1,2,23,39,62
98439,3,4,0.1,2,12,50,62
98441,1,0,0.1,2,25,37,62
98442,2,2,0.1,2,8,54,62
98443,3,4,0.1,2,13,49,62
98444,0,1,0.1,2,3,59,62
98446,1,5,0.1,2,23,39,62
98448,2,3,0.1,2,8,54,62
98452,3,6,0.1,2,13,49,62
98453,1,4,0.1,2,23,39,62
98456,0,0,0.1,2,3,59,62
98458,2,3,0.05,1,8,54,62
98460,1,4,0.1,2,23,39,62
98461,3,2,0.1,2,13,49,62
98463,0,1,0.1,2,3,59,62
98464,1,5,0.1,2,23,39,62
98465,3,4,0.1,2,13,49,62
98466,0,0,0.1,2,4,58,62
98467,1,5,0.1,2,24,38,62
98469,3,7,0.1,2,14,48,62
98470,0,3,0.1,2,3,59,62
98472,1,3,0.1,2,23,39,62
98474,3,5,0.1,2,12,50,62
98475,0,0,0.1,2,5,57,62
98477,1,6,0,0,28,34,62
98480,3,2,0.1,2,13,49,62
98483,0,0,0.1,2,5,57,62
98484,2,1,0.1,2,8,54,62
98486,3,4,0.1,2,14,48,62
98489,0,2,0.1,2,3,59,62
98492,3,4,0.1,2,13,49,62
98498,2,1,0.1,2,8,54,62
98499,0,1,0.1,2,3,59,62
98503,3,5,0.1,2,13,49,62
98504,2,2,0.1,2,8,54,62
98505,0,1,0.1,2,4,58,62
98507,3,4,0.1,2,13,49,62
98509,2,1,0.05,1,8,54,62
98510,0,1,0.1,2,3,59,62
98514,3,4,0.1,2,13,49,62
98519,0,1,0.1,2,3,59,62
98521,3,3,0.1,2,13,49,62
98522,3,6,0.1,2,14,48,62
98523,0,0,0.1,2,4,58,62
98524,3,2,0.1,2,12,50,62
98525,0,0,0.1,2,4,58,62
98526,3,6,0.1,2,14,48,62
98529,0,0,0.1,2,4,58,62
98532,2,1,0.1,2,8,54,62
98533,3,6,0.1,2,14,48,62
98534,0,0,0.1,2,4,58,62
98540,2,2,0.1,2,8,54,62
98541,3,3,0.1,2,13,49,62
98542,0,0,0.1,2,4,58,62
98544,2,1,0.1,2,8,54,62
98546,3,5,0.1,2,13,48,61
98547,0,1,0.1,2,4,58,62
98551,2,2,0.1,2,8,54,62
98553,3,5,0.1,2,14,48,62
98557,0,3,0.1,2,3,59,62
98558,3,7,0.1,2,14,48,62
98559,2,3,0.1,2,8,54,62
98561,0,1,0.1,2,3,59,62
98562,3,5,0.1,2,13,49,62
98565,2,2,0.1,2,8,54,62
98568,1,5,0,0,28,34,62
98569,0,0,0.05,1,4,58,62
98570,3,6,0.1,2,13,49,62
98571,2,2,0.1,2,8,54,62
98572,3,5,0.1,2,13,49,62
98575,2,2,0.1,2,8,54,62
98576,3,4,0.1,2,13,49,62
98577,2,2,0,0,8,54,62
98578,3,4,0.1,2,14,48,62
98581,3,5,0.1,2,14,48,62
98586,0,0,0.1,2,5,57,62
98588,3,3,0.1,2,12,50,62
98589,0,2,0.1,2,3,59,62
98591,3,4,0.1,2,13,48,61
98592,0,1,0.1,2,3,59,62
98594,3,4,0.1,2,13,49,62
98596,0,0,0.1,2,4,58,62
98597,3,7,0.1,2,14,48,62
98599,3,4,0.1,2,13,49,62
98601,0,2,0.1,2,3,59,62
